"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2942.41845196661","3116.06281678957","3250.7596093442","3334.59649791579","3438.46297571449","3563.43062225706","3759.12965335039","3911.31936222801","3871.33809367204","3948.90105720057","4149.38111214797","4247.31254695317","4324.76520569978","4571.57797909767","4924.58962155435","5299.15386416454","5734.92118655473","6157.0664931426","6442.07152753094","6532.73371183483","6939.31573425619","7347.10304682351","7707.10952620859","7931.19165826292","8153.01690602495","8253.23323370137","8552.75489211046","8957.86273975079","9398.11203004222","9668.36554134076","9252.99735686228","10114.5859135405",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3227.4466258164","3474.33595489312","3697.52112411804","3938.29638707838","4250.08874367098","4566.12923780903","4887.26081992557","5140.29069598293","5134.86507454212","5369.19490838883","5773.20018785399","6076.92588761889","6448.89385452549","6872.10572634376","7455.66334353841","8112.02128938097","8904.90726542319","9838.95661779292","10461.2508770155","10841.5700190556","11770.2097998393","12659.9576480209","13489.6121875263","14181.4222972192","14693.7071410855","15108.8206355716","15609.0996718492","16329.7786478446","17427.7077527401","18369.4346492621","18551.2565285124","20243.6291330143",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7083.04235966314","6908.97740247631","6362.6261156307","6129.06112434122","5523.67774477314","5522.94854667013","5590.8682815053","5840.4470196442","5342.81728638775","5523.89623279531","6197.75043947445","6544.80451831695","7008.26263188427","7754.54519036462","8659.64073724401","9750.72679587381","11651.9757385349","12960.4833372309","14813.9461809664","14287.1701276468","15301.0449949077","16897.173305305","17911.0399610446","19308.5939498953","19647.5808977978","19179.9596477337","19571.836933689","20765.9771777521","22196.5115202116","22957.5417875738","22781.3620471295","24978.9572492043",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11866.2606230525","12152.3396702248","12188.036197261","12272.9618558366","12473.7314023736","12942.4161618092","13384.254119931","13952.8764385089","14237.0863480073","14786.7785503302","15926.4071275725","16728.1564390412","17530.3192685385","18209.8932362637","19332.1168289129","20363.4565497749","22548.0420552616","24168.8281703123","25813.4154735779","25092.284143992","26151.4226088403","27721.3135855496","28489.2385874888","29768.2658580242","30492.0397403016","30917.1547995711","32333.8129033371","34019.2253502054","35736.6082433891","37586.3932064789","36380.9171204369","39220.8106331629",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4723.5497496915","4980.16448568113","5092.72370078074","5211.9186523126","5444.82575448404","5578.99070747235","5674.71435031845","5915.58632355036","6070.30014401578","5763.76897529819","5857.49602188349","6123.75719042114","6362.49650203443","6549.19622691656","7151.69692844863","7633.47079951575","8075.33299900992","8330.83397706331","8877.78098746324","8835.38664603911","9104.36406319143","9861.50358079158","10304.8889975552","11142.6783620139","11708.6529969655","11071.2947208291","11068.8568481159","11679.4302342769","11885.7454454447","11870.936404006","10924.180121551","11720.6446417049",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3639.37098277213","3714.13986105668","3877.52444591163","3991.88113845981","4145.00596051497","4332.38578730384","4533.01790007344","4760.7228867977","4974.8829400104","5238.50165380783","5581.58759751403","5788.83176247599","5895.00533282634","6075.1451354355","6362.90444843285","6721.25308289183","7260.1180368473","7830.48935149603","8385.94489546111","8663.00247156378","9033.34440514335","9178.85358944855","10506.9681019305","10623.7378888843","10306.9158926043","10890.2417857169","10593.7478005893","10435.9171944662","11041.3868938124","11652.5738007091","12004.1259270733","12706.4044506141",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17014.8960515242","17974.1788450973","18557.056443307","18789.5802204869","19603.8028156229","20448.9222560297","21075.4606195045","21914.6429320791","22960.5017659768","23838.4226033951","25318.1736655661","26498.8079764556","27533.5561273584","27984.0016094349","29078.0669720766","30076.6467700912","32529.286704978","34422.3686634203","35713.4527300473","34793.4519594738","35771.29133783","37423.076592589","37796.5774567499","38983.1812316011","39947.0263240069","41035.1229683096","43529.8514547481","45607.1604121449","47536.8587264271","50322.8102644404","48038.1992137484","51064.24487642",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.456414712497","1075.95321024002","1292.3000884237","1284.94114533119","1362.14612612943","1477.28528501334","1499.97626229317","1499.54756845757","1462.7410222242","1581.02966245979","1598.41844048938","1523.31502486461","1523.88399823824","1573.08209561323","1578.93833300922","1618.84910743023","1449.06352496892","1476.51524777382","1496.07677946095","1628.75050902937","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13686.3555396255","14472.5567060428","14866.9239598405","14984.4351377481","15594.7338651711","16288.7246685923","16980.1742519501","17913.124877091","19097.4855703794","19954.2902150512","21587.2272599747","22952.7733110975","24371.5988492666","25047.199330325","26143.7687141562","27606.9340516269","30715.7567172407","32473.1217757723","33263.2723985249","32094.1064421794","31682.2336763877","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34903.1274779473","37286.2134326488","39528.9253872668","40696.3876815487","43069.1703064029","38118.8709879448","40591.7593173498",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6480.16229913645","6891.85582622378","7979.5531028203","8450.9657738258","8412.06677647343","9422.57745204922","10315.8904918841","11663.2715046648","13133.1214330246","14536.4063048683","16634.8927393745","19342.492025771","22197.6542363002","22802.3421764634","20478.9612861493","21619.1590293778","24557.2361475947","25996.0467779508","27464.5186781161","28945.4653303277","29175.9259267894","31312.7522996878","33821.93290847","36249.3581462876","38961.4521802267","38532.7059916214","42380.9675453166",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.651457526046","381.661247291586","342.288398612716","383.334725080449","390.727908136444","409.691560275838","454.246287205945","461.883772466985","437.338469855253","452.484476165329","476.528464196205","512.520781339025","513.120316650617","497.275623822034","563.508562084278","631.673170550399","701.600498674121","780.532556968826","856.659778813973","912.108359381051","1010.02202703432","1114.04597197907","1191.44062232971","1261.11329988192","1488.62575532765","1630.87746187943","1848.66111635863","1987.96875367138","2116.84825750455","2273.73489564724","2376.6356011465","2547.71681384862",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14825.9768486442","15496.8112510964","15966.7099462395","16208.5925538555","16954.7846566789","17759.0970315147","18350.3801546563","19068.6337074067","19968.9074356013","20745.1240919614","22076.8988640084","23171.6038645769","24186.9259140328","24707.2792322089","25863.6726758387","26814.162780644","29120.7946795416","31035.805161608","32492.2586594699","31817.6607091872","32866.4250895208","34493.2650683482","34964.6060211625","36062.6888246383","37060.6894615109","38218.5640760964","40548.841830264","42657.7415521178","44651.97999006","47486.7895245938","45720.7771525444","48767.0413394933",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2484.22728395542","2497.02106894484","2497.71628849156","2428.48105021394","2268.53158186413","2246.46970195867","2273.22396277365","2381.85576874366","2478.63888639579","2509.71424511605","2662.20673117634","2781.12459984534","2800.9232284999","2743.14270973531","3130.07461258911","3352.26512489525","3603.52375235644","3853.60124197191","4030.66429861567","3985.10320300775","4152.48474260254","4178.65730833474","4392.09369016732","4585.64459927792","4594.11820161583","4391.93490485169","4440.90614490596","4581.34186471209","4727.62317016946","4823.01217046968","4592.30420812633","4766.28863063708",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18147.1196975263","17560.314803487","17271.4390014506","17478.9980350891","18479.9293699559","19588.1354625801","20088.3124926097","21794.9273198462","23578.0161136584","24767.280673451","26788.3812475236","27800.0544673906","28605.1223159604","29052.7622007104","31201.9273082682","32051.7940038456","34450.0798927757","37842.5502453435","40083.6972699668","37974.3032454051","38955.9098175108","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47570.133583848","49580.6051952837","51810.0141330761","52290.8214278539","55203.328302581",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3917.42323096359","3918.45171243583","4241.26852001763","4421.14056907588","4736.21163690195","4947.38572397736","5251.3441799813","5172.21055691881","5237.39411080303","5712.0934426002","5679.52094705688","5861.59028020456","6081.4836973465","6202.11405171091","6641.23702647774","6832.56783916253","7107.58099116847","7176.09574988747","7339.13893957574","7246.21285548311","7518.39329745748","7854.56662555927","8393.2607979997","9036.7683509059","10738.2663948957","11755.0861781429","11999.677660921","12822.0135997922","13629.1721211809","13800.1998708296","11567.5353660698","11380.5694967405",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17710.5953845573","18339.3910958071","18962.6545291448","19206.4799940697","20004.2906883852","20778.3633815422","21358.0077306492","22242.3005472322","23357.9927168377","24304.4045284907","26090.3912155569","27489.9024662532","28518.8252206252","28168.4363356","29055.3216793534","30494.2141075076","32460.311717468","34122.1697116667","35092.6943078696","34677.8508360001","35900.7040992794","37439.2331426991","37677.7267932587","39521.6969847538","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46537.4740442591","50500.7492479381","47971.7786555467","50996.4371737485",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.56819949514","1883.79480762852","1955.92032489033","2101.21923762063","2079.43049533104","2241.3939724448","2200.68202030396","2096.36408974828","2175.04610369053","2233.34727946491","2390.70477594143","2492.22261360604","2543.90969292987","2639.30578294779","2635.32905147033","2785.91548279206","2886.17339102263","2930.17396464963","2936.64555167786","3010.93020795922","3124.07088688968","3281.54335122509","3270.06433878084","3193.75912975394","3166.36221142138","3332.46476333022","3381.8582444418","3522.28831085137","3597.81188303483","3690.21968050411","3644.97092502149","3642.09539419912",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11959.5114992413","12769.4030153591","12321.9190255493","12767.9002024319","13175.7028227924","13764.2139192941","14162.8354469568","14856.6956681979","15160.5833377394","13651.869274848","13352.0772238723","13585.2356267981","13402.5027845575","13602.0736356982","13679.3375721078","14076.1962998095","13688.5822073369","14448.8944097361","13792.0299962063","13448.2995472784","14084.5380314089","14863.4623434247","14628.6158794216","14437.7597324564","14721.9011453059","14113.8276706617","13749.8325459881","14478.1303050188","14595.0023399153","15089.0398500515","14664.7109343551","15175.6873376584",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17117.4474694175","17447.0606593645","17867.8581747588","18701.9148312431","19785.4851931255","20629.6090756764","21975.4932067367","23050.0680789321","23684.5991722139","24463.4963288274","26475.8384951968","27811.5331266683","29062.1238667812","30356.5920833365","32058.5553142789","32747.3540098412","34840.4894083958","35699.2749253093","36863.5847601847","35214.354584981","36576.0656935189","37379.2909657729","38514.0261691783","40218.7472562217","41580.6024876318","42912.8750936201","44635.2995586517","46372.38660351","47573.4880155177","49661.384589432","46754.581463023","50809.5692964035",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5724.60061143511","4636.72099462607","2592.89542047875","1862.26181962394","1730.65632232154","1882.30628548593","2210.23207689079","2565.84448981629","2742.30582380696","2920.20984237248","3100.98840329003","3375.17908940605","3647.99892363929","4159.37620370395","4546.58384535624","5171.5773596561","5866.58887734462","6818.50985032128","7139.01245446264","6984.24764642293","7564.8922574709","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14593.9244791426","15621.8736565619","14731.2005947457","17013.5663210827",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1575.15084293012","1671.52468841693","1732.41251921191","1814.56773211354","1869.84959351007","1942.20329199092","2021.81978624052","2093.24833285897","2163.4097332193","2235.23856567017","2311.54783513161","2393.65112731971","2471.48222270767","2580.31274806054","2724.26809554338","2897.36751396547","3095.14540406283","3231.66260665711","3503.70945387646","3604.43231274937","3839.88575775856","4362.59288242843","4877.5822138332","5118.24213855469","5376.3088285794","5021.78868729592","4811.5728157153","4929.56795405121","5247.69225822335","5571.56486581219","5551.78680222592","5971.12500879603",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881.657608071471","898.311891235595","918.775030245046","958.00287399155","987.045879549656","1025.06615636984","1059.92586723541","1110.98043352832","1142.61070951647","1176.05101990779","1208.83367896919","1264.7894718261","1330.04208329379","1342.78467148698","1381.36872759517","1438.63838024491","1470.03047722659","1576.12203622755","1632.9400516431","1585.79151494063","1641.25010626781","1726.18230729126","1772.70493060621","1784.69049911374","1775.50162800354","1789.01845339214","2045.09436781321","2383.57886734224","2530.76863847703","2652.55680042788","2746.73328025897","2900.6689577709",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1428.26507605177","1462.13749721065","1486.16211444676","1512.00539307915","1498.48515212918","1498.32854631459","1514.67460760752","1569.74091557842","1595.49469241264","1671.83754186111","1752.25325562527","1841.95085113477","1759.00527470363","1863.05618772962","1989.54836954395","1945.5836051962","1935.12030950206","1985.71699326614","2084.66489695298","2169.26937292909","2254.05060363352","2049.34900065041","2033.28100144189","1960.5849413212","1874.26266501645","1913.41534731054","1918.69701578381","1927.0399420242","2060.67178303268","2171.23426317803","2154.4856177314","2281.30552640672",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013.32934514848","1078.53068845442","1083.57341665998","1096.26696619455","1120.66375694174","1164.99155056964","1296.79530815264","1378.50876755351","983.995906098058","989.376829631141","1045.577117963","1069.48305716591","1051.77990648373","1054.06037421892","1086.35276609026","1140.52624531371","1173.62667590864","1213.37130115888","1243.79732527636","1261.09703622198","1301.00435881137","1398.11714311146","1316.16757045201","1324.60821106599","1338.01563292886","1551.03412227647","1697.12904509961","1872.30928139809","1896.12831687729","1970.32227789113","1902.40750459658","2011.94847990013",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588.162694699126","579.922066485421","770.224006441477","843.666606207577","968.534719078738","1118.76953957759","1826.64662999168","4468.47003914037","5378.46074399735","6589.35714607945","7617.72058387287","12119.4663739963","14024.4904418428","15563.0627819772","21074.6166067043","24249.8704713892","25714.1563516164","29052.4912764444","33261.8694028176","32341.2834055871","28424.5193648843","29556.1131012721","32457.5507821101","30083.8920985237","29197.6917281299","20858.0964445122","17771.5627993416","19617.8447053636","18189.3766895194","16925.7879608535","15961.1138626454","16080.1432631254",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13312.3667464118","14019.8988345945","14329.8766204436","14350.1811028485","14875.0661142498","15433.6041081148","16150.2536103283","17156.263452161","18034.6310130381","18464.7320754725","19518.8783334554","20958.0729586466","22615.9356074635","23897.6521887588","25460.5993744257","25577.5241052346","28544.9882311549","29323.5306208086","30856.0118395987","30360.7872488194","27912.7025763301","25671.5160853562","24911.119631324","25986.6503155014","26625.0618096799","26760.3633030256","27511.8010160972","28604.8609402657","29617.5483399732","31138.6056250146","28400.1008745004","31485.8868900853",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4594.36275911961","4781.22131352155","4787.03962102799","4751.23933206691","4887.00308965329","5052.34174647601","5332.90771627693","5659.01004073676","6356.11930227265","6850.15401035415","7306.11325476621","7285.33867317975","7632.34653353622","8479.67837422759","8589.63394714589","9967.95445280522","9799.74267894398","10610.4261288124","10843.312205941","10121.736703328","10120.4105585492","10330.0878886781","10349.0085771591","10995.5900374092","12039.1609643482","13036.5608185486","13810.3877507994","14869.9825695018","15769.6757559723","16043.4797999894","13896.9827426932","15037.8495447229",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319.96884424522","3463.39287512453","3617.50542724983","3751.76010229902","3888.38548824553","4065.41710143536","4161.11066580007","4314.64139727207","4474.14523069699","4601.41372712322","4758.24808060095","4860.75066989961","5009.58647766029","5126.23346929034","5314.81560180174","5544.67670718747","5900.851227424","6318.32028813515","6524.60973733199","6474.79693497431","6618.91603119075","6910.87650155221","7204.73293807874","7446.58800936721","7758.49316980639","8194.44068126819","8221.74642722194","8322.21680991504","8671.44337480881","9037.68837623543","8849.71774303031","9806.82822044911",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3032.56667596966","3338.53734595515","3675.06695790514","4057.80679160215","4483.93633715712","4794.58960465384","5257.63185177366","5666.52431700964","5623.0209455177","5860.85744052061","5903.8197788813","6168.28113343198","6331.08530333175","6413.20293695939","6689.52560806232","6771.06158772148","7351.01976643606","8112.34546070431","8439.50565959641","8834.22343165941","9351.78792317124","10092.0824863061","10640.67256082","11198.1601399341","11130.4944719803","11382.2423763029","11479.4620067513","12193.6216799112","12669.8409560528","13361.5732145529","19439.9309798917","24086.9009171257",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18065.1963994064","18861.4429821169","19573.5602922755","20158.3994002253","21172.3437932948","22106.8636108044","23089.3574010773","24104.5834008706","24908.5192763154","25908.5863384851","27545.2125901155","28465.393216966","29396.0789958847","30426.9943794316","32160.3010933945","33741.7969059393","35956.5569708721","37749.441591269","38758.3953669239","37706.5461730355","39146.757438352","40806.4519604184","41960.3365421428","43312.4879376668","44446.6544778256","45205.3218394618","46515.9124477716","48405.6382186121","50430.8240303166","52343.4852577888","50729.7957930558","54758.2601056402",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18250.0422557148","19778.3407649476","21310.6521596663","22774.0295311058","24115.1195200899","24711.0516876078","25096.0926630927","26608.3151843106","25114.3588221154","25858.5381812287","28221.0414498173","28805.6086281454","29607.7962663466","31176.384039071","34528.1185639445","38075.1558415035","41741.3375273939","45250.1802843166","46818.4945928157","45861.0407889631","49190.6113470682","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57225.0899950887","59842.2129961658","62513.9568083126","62103.4276134175","58949.4659538846","65891.6947133713",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010.14693624954","1953.60886129664","2060.84488570502","2184.57906167523","2174.21622916399","2292.35678219391","2312.85770100396","2393.80815958484","2442.30245685651","2394.42107249458","2556.41930398273","2614.06753699051","2683.04728598003","2788.13172474921","2966.63093046337","3167.05995069493","3398.06769164011","3622.03616739365","3763.50326014699","3617.1589038014","3719.19614992612","3863.65134117965","3963.01577747711","4067.28931450265","4368.55568198245","4729.15332160905","5043.87148926827","5447.69879159062","5694.12170092024","5850.5828319154","5303.51449924795","6121.565844251",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086.80588529103","1106.74997041169","1096.48779092345","1101.18414531749","1094.30706602676","1141.8714654154","1190.14109359104","1247.49658509833","1270.547286186","1294.21305085927","1327.36390289046","1375.6866787247","1402.38701745095","1446.6872442597","1525.4975717216","1615.95094485003","1714.8136824757","1807.69845331879","1892.78171830141","1920.26702747301","2005.93369625408","2077.02792315844","2069.74754825877","2154.3076451181","2292.07973254119","2337.04476915663","2420.32018005573","2494.34607608028","2586.45038455288","2669.71417810581","2633.37710835486","2767.49550702623",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8054.46446886753","8804.35816495025","9534.25635039279","9887.48669435285","9939.95616299273","10669.4277209954","11650.4285728223","12774.8276389542","13697.3266522858","14694.4571109449","15455.1120603094","17611.9978550392","19527.4299464224","20978.5044939516","20227.3944068928","20048.3500460889","21094.038304797","21463.734311996","22134.7298641679","22360.9622721031","23338.2420674081","25260.2169300482","27206.9654125638","28909.4108535923","31587.9028867336","29687.1169435532","34535.0194977952",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2179.48515195912","2249.84512449225","2136.67837529343","2029.16479538746","1790.65634142096","1971.95408782734","2052.65067431006","2105.35094679152","2136.17133463574","2184.85963654185","2213.01488189344","2214.97754458949","2233.84070734052","2316.90643184953","2308.64926598271","2413.68264074885","2489.97904183478","2633.70663532946","2711.12747047856","2843.08508878546","2683.68866152215","2846.88118194415","2801.3504022268","2992.43035062304","3004.28696731953","2934.78503963411","3120.34010827655","3187.78976136778","3273.52131823711","3232.49563033632","3121.14575720839","3153.12702047678",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8325.75090425169","8257.78917624016","8414.41499371327","8859.49877785376","9192.79456789049","9352.49220301143","9825.03655827715","10398.5761651585","10873.2478627727","11854.8022091738","13210.0009727952","14526.3882629125","15481.9890678528","16272.0917616623","17112.2021738707","18386.7338707605","19101.9696942716","20727.8899694383","20730.8992920895","21751.5215315881","23038.8080197669","23275.2318574574","24556.7153473909","25699.7504973846","26806.5952452257","27947.6376911698","29501.1204204706","31913.0746552476","34541.063644116","34061.4614254375","36765.0351650675",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2941.08371661759","3049.53366404766","3136.53277937722","3257.6995364777","3385.24743790532","3556.37752130249","3767.40935469472","3969.31334336193","4001.71971159423","4160.95747298795","4453.88184677703","4671.35729933761","4902.22003500146","5235.7350182376","5736.73348849583","6280.16699769135","7010.81587823694","7756.13553812438","8369.0513171298","8606.67448956173","9289.38777122277","10005.6335076343","10605.3557375381","11082.4557868149","11401.1033454911","11487.8434431956","11903.7504107477","12518.2742956193","13338.9946046196","13974.8992170833","13758.8414382988","15179.3542042223",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2627.58893061227","2719.69430441977","2791.53575317498","2886.9132824364","2986.25749745196","3128.03344596857","3303.65270392651","3468.53152563907","3496.06457515127","3624.21990947384","3862.44274825783","4042.32475740719","4231.37273016982","4502.63475667271","4914.40601034384","5359.26261619492","5948.10349584364","6544.87059652096","7029.00963798107","7216.27476651603","7751.04473985207","8306.08557868862","8760.55777043159","9140.92445345283","9409.06320028122","9477.41588732389","9789.90795679121","10253.8855752112","10887.1940893916","11369.3320207649","11169.1594229101","12242.3002734245",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1348.64492047862","1386.30612267634","1411.53378494903","1420.55399290789","1426.16538567158","1472.15939299229","1531.46804196946","1576.01745002886","1607.32810220071","1642.86400458381","1705.96523085166","1778.96467659667","1850.582668181","1935.82803578524","2072.31956674947","2217.42784694499","2370.20392020271","2521.74432879724","2635.96879615401","2718.06290789945","2842.97833696725","2956.36508776362","3023.86026688021","3168.10954248611","3346.56114768321","3426.99496175624","3503.75114529217","3604.754439104","3785.41064998979","3931.86641549185","3893.05962215684","4126.90031148201",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2056.78590618311","2114.48905137488","2179.74224223706","2173.49251030519","2187.76539142101","2230.33679737651","2311.64334782483","2333.96061206566","2362.86464564553","2393.22407657051","2474.83757835387","2567.16998797367","2701.51604717772","2834.3565187464","3057.58595923316","3268.63399745964","3485.13303192599","3692.91122017032","3813.71484837045","3945.70236488917","4098.79594839466","4262.12213780991","4341.50448033448","4520.5745209858","4740.472572111","4826.13665605574","4829.80246479036","4909.03524592521","5132.64702333651","5263.21388417794","5151.23597699473","5536.66906998308",
