idno,cntry,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,anctry1,anctry2
27416,CZ,3.0,4.0,3.0,2.1,3.0,3.0,Czech nfs,Ukrainian nfs
27419,CZ,2.0,2.0,2.0,1.5,4.0,5.0,Czech nfs,No answer*
27431,CZ,4.0,3.0,3.0,0.9000000000000004,6.0,7.0,Czech nfs,No answer*
27434,CZ,4.0,2.0,2.0,0.5999999999999996,5.0,7.0,Czech nfs,No answer*
27446,CZ,2.0,4.0,3.0,0.0,5.0,0.0,Czech nfs,No answer*
27458,CZ,2.0,2.0,2.0,1.5,5.0,4.0,Czech nfs,No answer*
27487,CZ,2.0,2.0,2.0,0.9000000000000004,7.0,7.0,Slovak nfs,No answer*
27493,CZ,3.0,3.0,3.0,1.2000000000000002,6.0,6.0,Czech nfs,No answer*
27519,CZ,3.0,3.0,3.0,1.5,5.0,5.0,Czech nfs,No answer*
27524,CZ,2.0,3.0,3.0,3.0,3.0,5.0,Czech nfs,Moravian
27526,CZ,3.0,2.0,3.0,1.5,7.0,3.0,Czech nfs,No answer*
27528,CZ,3.0,3.0,3.0,1.2000000000000002,7.0,8.0,Czech nfs,No answer*
27532,CZ,1.0,3.0,4.0,1.5,5.0,0.0,Silesian,No answer*
27534,CZ,3.0,4.0,4.0,1.2000000000000002,2.0,3.0,Czech nfs,No answer*
27537,CZ,2.0,2.0,2.0,0.5999999999999996,3.0,4.0,Czech nfs,No answer*
27543,CZ,4.0,4.0,4.0,2.7,1.0,1.0,Czech nfs,Moravian
27554,CZ,4.0,4.0,4.0,2.4,1.0,2.0,Czech nfs,No answer*
27573,CZ,4.0,3.0,3.0,0.0,5.0,5.0,Czech nfs,No answer*
27576,CZ,3.0,3.0,3.0,2.7,2.0,2.0,Czech nfs,No answer*
27583,CZ,4.0,4.0,4.0,0.0,5.0,0.0,Czech nfs,No answer*
27607,CZ,4.0,4.0,4.0,1.2000000000000002,2.0,5.0,Czech nfs,Moravian
27613,CZ,3.0,4.0,3.0,2.1,3.0,1.0,Czech nfs,No answer*
27619,CZ,1.0,3.0,3.0,0.9000000000000004,5.0,5.0,Czech nfs,Moravian
27620,CZ,3.0,3.0,3.0,2.4,3.0,2.0,Czech nfs,Slovak nfs
27621,CZ,4.0,4.0,4.0,3.0,0.0,0.0,Czech nfs,No answer*
27623,CZ,2.0,2.0,2.0,1.2000000000000002,8.0,7.0,Moravian,No answer*
27634,CZ,2.0,3.0,3.0,2.1,3.0,4.0,Czech nfs,No answer*
27642,CZ,3.0,3.0,3.0,1.7999999999999998,4.0,5.0,Czech nfs,Moravian
27655,CZ,4.0,4.0,4.0,3.0,0.0,0.0,Czech nfs,Moravian
27659,CZ,3.0,4.0,4.0,1.5,5.0,5.0,Czech nfs,No answer*
27660,CZ,2.0,4.0,4.0,2.4,1.0,1.0,Moravian,No answer*
27662,CZ,4.0,4.0,4.0,3.0,0.0,0.0,Moravian,No answer*
27664,CZ,2.0,3.0,3.0,0.9000000000000004,5.0,6.0,Czech nfs,No answer*
27666,CZ,2.0,3.0,3.0,1.5,2.0,4.0,Czech nfs,No answer*
27669,CZ,2.0,2.0,3.0,0.9000000000000004,5.0,9.0,Czech nfs,Moravian
27675,CZ,2.0,2.0,2.0,0.5999999999999996,8.0,5.0,Czech nfs,No answer*
27679,CZ,3.0,4.0,4.0,1.2000000000000002,7.0,8.0,Czech nfs,No answer*
27688,CZ,4.0,4.0,4.0,2.4,0.0,1.0,Czech nfs,No answer*
27691,CZ,1.0,1.0,1.0,0.5999999999999996,5.0,9.0,Czech nfs,No answer*
27697,CZ,2.0,3.0,3.0,0.5999999999999996,6.0,7.0,Czech nfs,Bulgarian nfs
27699,CZ,3.0,3.0,3.0,0.5999999999999996,4.0,7.0,Czech nfs,No answer*
27704,CZ,4.0,4.0,4.0,2.7,0.0,1.0,Czech nfs,No answer*
27734,CZ,3.0,3.0,3.0,2.1,3.0,4.0,Moravian,No answer*
27735,CZ,2.0,2.0,2.0,0.9000000000000004,5.0,5.0,Czech nfs,Moravian
27755,CZ,3.0,4.0,4.0,3.0,5.0,1.0,Czech nfs,No answer*
27757,CZ,4.0,4.0,4.0,2.1,3.0,3.0,Czech nfs,No answer*
27777,CZ,3.0,4.0,4.0,2.4,2.0,1.0,Czech nfs,No answer*
27793,CZ,2.0,2.0,2.0,1.2000000000000002,5.0,5.0,Czech nfs,No answer*
27801,CZ,2.0,3.0,2.0,0.5999999999999996,5.0,5.0,Czech nfs,Moravian
27806,CZ,3.0,3.0,2.0,0.2999999999999998,8.0,9.0,Moravian,No answer*
27807,CZ,2.0,2.0,2.0,0.5999999999999996,6.0,5.0,Czech nfs,No answer*
27814,CZ,2.0,2.0,2.0,0.9000000000000004,7.0,6.0,Czech nfs,No answer*
27815,CZ,4.0,4.0,4.0,3.0,2.0,1.0,Czech nfs,No answer*
27833,CZ,3.0,3.0,3.0,2.4,3.0,4.0,Czech nfs,No answer*
27839,CZ,3.0,3.0,3.0,0.9000000000000004,7.0,5.0,Czech nfs,No answer*
27841,CZ,4.0,4.0,4.0,0.2999999999999998,9.0,2.0,Czech nfs,No answer*
27851,CZ,2.0,2.0,2.0,0.9000000000000004,7.0,6.0,Czech nfs,No answer*
27852,CZ,1.0,2.0,3.0,1.5,5.0,4.0,Czech nfs,No answer*
27867,CZ,2.0,4.0,4.0,0.5999999999999996,5.0,5.0,Czech nfs,No answer*
27868,CZ,3.0,4.0,4.0,2.1,0.0,0.0,Moravian,No answer*
27871,CZ,4.0,4.0,4.0,2.7,1.0,1.0,Czech nfs,No answer*
27876,CZ,4.0,4.0,4.0,1.2000000000000002,3.0,5.0,Czech nfs,No answer*
27877,CZ,2.0,2.0,2.0,1.5,5.0,5.0,Czech nfs,No answer*
27880,CZ,3.0,3.0,3.0,2.1,0.0,3.0,Czech nfs,No answer*
27889,CZ,3.0,3.0,3.0,1.5,2.0,0.0,Czech nfs,No answer*
27895,CZ,4.0,4.0,4.0,2.4,1.0,2.0,Czech nfs,No answer*
27925,CZ,1.0,2.0,2.0,0.2999999999999998,7.0,6.0,Czech nfs,No answer*
10021,EE,2.0,3.0,3.0,2.4,2.0,2.0,Estonian nfs,No answer*
10029,EE,2.0,3.0,3.0,0.9000000000000004,7.0,5.0,Russian nfs,No answer*
10047,EE,2.0,3.0,4.0,3.0,3.0,0.0,Russian nfs,No second ancestry* 
10058,EE,3.0,3.0,3.0,0.2999999999999998,7.0,8.0,Estonian nfs,No answer*
10084,EE,1.0,2.0,2.0,0.0,5.0,10.0,Russian nfs,No answer*
10087,EE,2.0,2.0,2.0,0.5999999999999996,10.0,9.0,Estonian nfs,No second ancestry* 
10129,EE,2.0,3.0,3.0,1.5,5.0,2.0,Estonian nfs,No answer*
10151,EE,2.0,3.0,2.0,1.5,3.0,4.0,Russian nfs,No second ancestry* 
10204,EE,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Estonian nfs,Estonian Russian
10228,EE,3.0,4.0,4.0,2.7,1.0,0.0,Estonian nfs,No answer*
10229,EE,2.0,2.0,2.0,2.1,7.0,5.0,Estonian nfs,No answer*
10253,EE,2.0,3.0,3.0,1.2000000000000002,8.0,0.0,Estonian nfs,No answer*
10257,EE,2.0,2.0,2.0,1.5,5.0,5.0,Estonian nfs,No answer*
10272,EE,2.0,2.0,2.0,0.9000000000000004,5.0,5.0,Estonian nfs,No answer*
10284,EE,2.0,3.0,3.0,0.5999999999999996,8.0,6.0,Estonian nfs,No answer*
10287,EE,2.0,2.0,2.0,1.5,5.0,5.0,Estonian nfs,No second ancestry* 
10290,EE,2.0,2.0,2.0,1.5,10.0,7.0,Estonian nfs,No answer*
10336,EE,2.0,3.0,2.0,1.5,7.0,7.0,Estonian nfs,No answer*
10353,EE,1.0,2.0,2.0,0.0,10.0,8.0,Russian nfs,No answer*
10357,EE,2.0,3.0,3.0,1.5,6.0,4.0,Estonian nfs,No answer*
10370,EE,2.0,3.0,3.0,1.5,3.0,3.0,Estonian nfs,No answer*
10371,EE,2.0,2.0,3.0,1.5,6.0,4.0,Estonian nfs,No answer*
10377,EE,1.0,1.0,1.0,1.5,7.0,6.0,Ukrainian nfs,No answer*
10378,EE,2.0,2.0,2.0,1.5,7.0,7.0,Russian nfs,No answer*
10384,EE,2.0,3.0,2.0,2.4,2.0,2.0,Estonian nfs,No answer*
10385,EE,1.0,2.0,2.0,0.5999999999999996,7.0,5.0,Estonian nfs,No answer*
10407,EE,2.0,2.0,2.0,0.2999999999999998,8.0,7.0,Estonian nfs,No answer*
10431,EE,1.0,3.0,3.0,1.5,6.0,5.0,Estonian nfs,No answer*
10433,EE,3.0,3.0,3.0,1.5,5.0,5.0,Russian nfs,No answer*
10440,EE,3.0,3.0,4.0,1.2000000000000002,5.0,5.0,Estonian nfs,No answer*
10451,EE,3.0,3.0,4.0,1.5,6.0,5.0,Estonian nfs,No answer*
10456,EE,2.0,2.0,3.0,0.9000000000000004,3.0,3.0,Estonian nfs,No answer*
10468,EE,3.0,3.0,3.0,0.9000000000000004,6.0,5.0,Estonian nfs,No answer*
10498,EE,1.0,3.0,3.0,1.5,3.0,5.0,Latvian nfs,No answer*
10499,EE,1.0,3.0,3.0,1.5,8.0,5.0,Estonian nfs,No answer*
10503,EE,2.0,2.0,2.0,0.2999999999999998,8.0,5.0,Estonian nfs,No answer*
10554,EE,3.0,2.0,3.0,1.5,5.0,5.0,Estonian nfs,No answer*
10563,EE,2.0,2.0,2.0,2.4,3.0,5.0,Estonian nfs,No answer*
10568,EE,2.0,2.0,2.0,1.7999999999999998,5.0,6.0,Estonian nfs,No answer*
10591,EE,2.0,3.0,3.0,1.5,5.0,5.0,Russian nfs,No answer*
10594,EE,3.0,4.0,4.0,2.7,5.0,0.0,Estonian nfs,No answer*
10600,EE,1.0,2.0,3.0,0.9000000000000004,7.0,7.0,Russian nfs,No answer*
10620,EE,2.0,2.0,2.0,1.2000000000000002,5.0,5.0,Estonian nfs,No answer*
10636,EE,3.0,3.0,3.0,1.5,9.0,5.0,Estonian nfs,No answer*
10659,EE,2.0,2.0,2.0,0.2999999999999998,7.0,5.0,Estonian nfs,No answer*
10686,EE,3.0,3.0,4.0,2.7,1.0,3.0,Estonian nfs,No answer*
10697,EE,2.0,2.0,2.0,0.9000000000000004,6.0,4.0,Russian nfs,No answer*
10711,EE,2.0,2.0,2.0,1.5,6.0,5.0,Estonian Russian,No answer*
10718,EE,1.0,2.0,2.0,2.4,5.0,5.0,Estonian nfs,No answer*
10736,EE,1.0,4.0,4.0,3.0,10.0,3.0,Russian nfs,No answer*
10752,EE,1.0,1.0,2.0,1.5,4.0,7.0,Estonian nfs,No answer*
10764,EE,3.0,3.0,3.0,2.1,1.0,0.0,Estonian nfs,Swedish nfs
10796,EE,1.0,1.0,2.0,0.5999999999999996,7.0,7.0,Estonian nfs,No answer*
10797,EE,2.0,2.0,2.0,1.5,5.0,5.0,Estonian nfs,No answer*
10810,EE,2.0,3.0,3.0,0.5999999999999996,8.0,5.0,Estonian nfs,No answer*
10823,EE,2.0,3.0,4.0,1.5,7.0,5.0,Estonian nfs,No answer*
10835,EE,2.0,2.0,3.0,1.2000000000000002,7.0,5.0,Estonian nfs,Russian nfs
10844,EE,3.0,3.0,3.0,1.5,8.0,5.0,Finnish nfs,No answer*
10845,EE,3.0,3.0,3.0,1.7999999999999998,5.0,3.0,Estonian nfs,No answer*
10863,EE,1.0,3.0,3.0,1.5,6.0,5.0,Estonian nfs,No answer*
10878,EE,2.0,2.0,2.0,0.5999999999999996,7.0,7.0,Estonian nfs,No answer*
10918,EE,1.0,1.0,1.0,0.9000000000000004,10.0,8.0,Estonian nfs,No answer*
10922,EE,2.0,2.0,4.0,1.5,7.0,6.0,Estonian nfs,No answer*
10933,EE,1.0,1.0,1.0,0.2999999999999998,9.0,9.0,Estonian nfs,No answer*
10941,EE,3.0,3.0,3.0,2.1,5.0,5.0,Estonian nfs,No answer*
10942,EE,2.0,2.0,2.0,1.2000000000000002,7.0,5.0,Estonian nfs,No answer*
10950,EE,2.0,3.0,2.0,1.2000000000000002,6.0,5.0,Russian nfs,No answer*
10951,EE,2.0,2.0,2.0,2.1,5.0,5.0,Estonian nfs,No answer*
10954,EE,4.0,4.0,4.0,2.4,5.0,0.0,Russian nfs,No answer*
10965,EE,2.0,4.0,4.0,3.0,0.0,0.0,Russian nfs,No answer*
10990,EE,2.0,2.0,2.0,1.2000000000000002,5.0,5.0,Estonian nfs,No answer*
10991,EE,1.0,1.0,1.0,0.5999999999999996,5.0,5.0,Estonian nfs,No answer*
11004,EE,1.0,3.0,3.0,1.5,4.0,4.0,Estonian nfs,No answer*
11024,EE,1.0,1.0,2.0,0.0,10.0,8.0,Estonian nfs,No answer*
11059,EE,2.0,2.0,2.0,2.1,5.0,4.0,Estonian nfs,No answer*
11076,EE,3.0,4.0,4.0,2.4,1.0,1.0,Estonian nfs,No answer*
11078,EE,2.0,2.0,2.0,1.7999999999999998,6.0,4.0,Estonian nfs,No answer*
11087,EE,2.0,3.0,4.0,1.2000000000000002,7.0,4.0,Estonian nfs,No answer*
11102,EE,3.0,3.0,3.0,1.5,8.0,5.0,Estonian nfs,No answer*
11109,EE,2.0,2.0,3.0,1.5,6.0,5.0,Estonian nfs,No second ancestry* 
11110,EE,3.0,4.0,4.0,1.7999999999999998,6.0,4.0,Estonian nfs,No answer*
11115,EE,2.0,2.0,4.0,0.0,5.0,5.0,Estonian nfs,No answer*
11149,EE,2.0,2.0,2.0,0.9000000000000004,7.0,7.0,Estonian nfs,No answer*
11151,EE,2.0,2.0,2.0,0.9000000000000004,8.0,8.0,Estonian nfs,No answer*
11155,EE,2.0,2.0,3.0,2.7,7.0,5.0,Estonian nfs,No answer*
11157,EE,2.0,3.0,3.0,1.5,5.0,5.0,Estonian nfs,No answer*
11168,EE,2.0,2.0,2.0,0.9000000000000004,5.0,5.0,Estonian nfs,No answer*
11184,EE,2.0,3.0,3.0,1.2000000000000002,8.0,7.0,Estonian nfs,Russian nfs
11191,EE,3.0,2.0,2.0,1.5,4.0,5.0,Russian nfs,No answer*
11212,EE,1.0,2.0,2.0,1.5,6.0,3.0,Estonian nfs,No answer*
11214,EE,2.0,3.0,3.0,0.9000000000000004,3.0,8.0,Estonian nfs,No answer*
11238,EE,3.0,4.0,3.0,2.4,3.0,5.0,Estonian nfs,No answer*
11244,EE,2.0,2.0,2.0,1.7999999999999998,2.0,3.0,Russian nfs,No answer*
11277,EE,1.0,2.0,3.0,0.0,10.0,5.0,Russian nfs,No answer*
11278,EE,2.0,2.0,2.0,0.5999999999999996,9.0,8.0,Estonian nfs,No answer*
11304,EE,3.0,3.0,3.0,3.0,0.0,5.0,Estonian nfs,No answer*
11307,EE,2.0,2.0,2.0,1.2000000000000002,7.0,6.0,Estonian nfs,No answer*
11310,EE,2.0,2.0,2.0,2.4,2.0,5.0,Belarusian,No answer*
11318,EE,1.0,1.0,2.0,1.5,6.0,5.0,Estonian nfs,No answer*
11326,EE,1.0,4.0,3.0,1.5,5.0,3.0,Estonian nfs,No answer*
11338,EE,2.0,3.0,4.0,3.0,0.0,1.0,Estonian nfs,No answer*
11340,EE,1.0,2.0,2.0,1.2000000000000002,8.0,5.0,Estonian nfs,No answer*
11376,EE,2.0,3.0,3.0,2.4,5.0,2.0,Estonian nfs,No second ancestry* 
11380,EE,2.0,3.0,3.0,1.5,5.0,5.0,Estonian Russian,No answer*
11393,EE,1.0,1.0,1.0,0.0,10.0,10.0,Estonian nfs,No answer*
11426,EE,2.0,2.0,2.0,0.9000000000000004,7.0,7.0,Estonian nfs,No answer*
11430,EE,3.0,3.0,3.0,1.5,5.0,3.0,Estonian nfs,No answer*
11436,EE,1.0,3.0,3.0,1.7999999999999998,3.0,2.0,Estonian Russian,No answer*
11438,EE,2.0,2.0,2.0,0.5999999999999996,7.0,7.0,Estonian nfs,No answer*
11439,EE,3.0,3.0,3.0,1.5,5.0,5.0,Estonian nfs,No answer*
11461,EE,2.0,4.0,4.0,1.5,5.0,5.0,Russian nfs,No answer*
11462,EE,3.0,4.0,4.0,2.7,3.0,2.0,Estonian nfs,No answer*
11489,EE,3.0,3.0,3.0,1.5,5.0,5.0,Russian nfs,Ukrainian nfs
11501,EE,1.0,3.0,3.0,1.7999999999999998,5.0,3.0,Estonian nfs,No answer*
11506,EE,1.0,1.0,1.0,0.0,10.0,5.0,Estonian nfs,No answer*
11514,EE,2.0,2.0,2.0,1.2000000000000002,6.0,5.0,Estonian nfs,No answer*
11516,EE,2.0,2.0,4.0,0.9000000000000004,7.0,10.0,Estonian nfs,Don't know*
11533,EE,2.0,2.0,3.0,1.5,3.0,3.0,Estonian nfs,No answer*
11549,EE,2.0,2.0,2.0,0.5999999999999996,6.0,8.0,Estonian nfs,No answer*
11567,EE,2.0,2.0,2.0,0.9000000000000004,6.0,6.0,Estonian nfs,No answer*
11568,EE,2.0,3.0,4.0,1.5,5.0,5.0,Russian nfs,No answer*
11579,EE,3.0,4.0,4.0,2.7,2.0,0.0,Estonian nfs,No answer*
11581,EE,3.0,3.0,3.0,1.5,5.0,5.0,Estonian nfs,No answer*
11589,EE,1.0,1.0,1.0,1.7999999999999998,4.0,8.0,Estonian nfs,No answer*
11631,EE,2.0,3.0,3.0,0.5999999999999996,7.0,7.0,Russian nfs,Estonian nfs
11645,EE,1.0,1.0,2.0,0.5999999999999996,9.0,5.0,Estonian nfs,No answer*
11676,EE,2.0,3.0,3.0,1.5,4.0,2.0,Estonian nfs,No answer*
11683,EE,2.0,2.0,2.0,1.5,10.0,3.0,Estonian nfs,No answer*
11690,EE,3.0,3.0,3.0,1.5,5.0,5.0,Estonian nfs,No answer*
11706,EE,3.0,3.0,4.0,2.1,3.0,7.0,Russian nfs,No answer*
11713,EE,2.0,3.0,4.0,2.7,1.0,1.0,Estonian nfs,No answer*
11727,EE,2.0,2.0,2.0,0.5999999999999996,10.0,9.0,Estonian nfs,No answer*
11731,EE,2.0,4.0,4.0,2.1,3.0,1.0,Russian nfs,Belarusian
11743,EE,2.0,3.0,3.0,1.7999999999999998,4.0,4.0,Estonian nfs,No answer*
11749,EE,3.0,3.0,4.0,2.4,3.0,2.0,Russian nfs,No answer*
11790,EE,3.0,4.0,4.0,2.4,2.0,0.0,Estonian nfs,No answer*
11791,EE,1.0,1.0,1.0,0.5999999999999996,8.0,8.0,Estonian nfs,No answer*
11792,EE,2.0,2.0,2.0,0.5999999999999996,10.0,8.0,Russian nfs,Belarusian
11794,EE,1.0,2.0,3.0,2.4,2.0,1.0,Estonian nfs,No answer*
11798,EE,1.0,4.0,4.0,0.0,6.0,3.0,Estonian nfs,Russian nfs
11800,EE,4.0,4.0,4.0,2.4,2.0,3.0,Estonian nfs,No answer*
11802,EE,1.0,1.0,1.0,0.2999999999999998,10.0,8.0,Estonian nfs,No answer*
11815,EE,2.0,2.0,2.0,1.7999999999999998,3.0,5.0,Russian nfs,No answer*
11827,EE,2.0,2.0,3.0,1.5,8.0,5.0,Estonian nfs,No answer*
11830,EE,2.0,2.0,2.0,1.5,6.0,6.0,Estonian nfs,No answer*
11863,EE,3.0,3.0,4.0,1.5,6.0,5.0,Estonian nfs,Russian nfs
11875,EE,1.0,1.0,1.0,0.5999999999999996,8.0,8.0,Estonian nfs,No answer*
11882,EE,3.0,3.0,3.0,2.4,0.0,2.0,Estonian nfs,No answer*
11894,EE,2.0,3.0,4.0,1.5,5.0,3.0,Russian nfs,Estonian Russian
11929,EE,1.0,2.0,2.0,0.9000000000000004,0.0,10.0,Estonian nfs,No answer*
11932,EE,2.0,2.0,2.0,0.9000000000000004,5.0,7.0,Ukrainian nfs,No answer*
11937,EE,2.0,2.0,2.0,0.9000000000000004,6.0,5.0,Estonian nfs,No answer*
11960,EE,1.0,4.0,3.0,0.9000000000000004,3.0,2.0,Russian nfs,No answer*
11964,EE,2.0,2.0,2.0,1.7999999999999998,7.0,5.0,Estonian nfs,No answer*
11980,EE,2.0,3.0,4.0,0.9000000000000004,7.0,3.0,Estonian nfs,No answer*
11981,EE,2.0,2.0,3.0,0.9000000000000004,7.0,5.0,Estonian nfs,No answer*
11990,EE,2.0,2.0,2.0,0.0,10.0,10.0,Estonian nfs,Ukrainian nfs
11992,EE,2.0,2.0,2.0,1.2000000000000002,7.0,5.0,Estonian nfs,No answer*
11997,EE,2.0,3.0,2.0,0.5999999999999996,8.0,4.0,Estonian nfs,No answer*
12005,EE,1.0,3.0,3.0,2.1,4.0,5.0,Estonian nfs,No answer*
12015,EE,1.0,3.0,4.0,2.7,3.0,1.0,Estonian nfs,No answer*
12033,EE,2.0,3.0,3.0,1.2000000000000002,6.0,3.0,Estonian nfs,No answer*
12035,EE,2.0,2.0,2.0,0.5999999999999996,3.0,3.0,Estonian nfs,No answer*
12041,EE,2.0,2.0,3.0,0.5999999999999996,7.0,7.0,Estonian nfs,No answer*
12055,EE,1.0,1.0,1.0,0.2999999999999998,8.0,7.0,Estonian nfs,No answer*
12065,EE,3.0,3.0,3.0,2.1,3.0,3.0,Russian nfs,No answer*
12074,EE,2.0,3.0,2.0,1.5,5.0,5.0,Estonian nfs,No answer*
12076,EE,2.0,2.0,2.0,0.9000000000000004,8.0,10.0,Ukrainian nfs,Estonian nfs
12085,EE,2.0,2.0,2.0,1.2000000000000002,4.0,4.0,Russian nfs,No answer*
12100,EE,1.0,2.0,2.0,2.1,5.0,5.0,Russian nfs,No answer*
12121,EE,1.0,2.0,2.0,0.5999999999999996,9.0,5.0,Russian nfs,No second ancestry* 
12135,EE,3.0,3.0,3.0,0.9000000000000004,7.0,6.0,Estonian nfs,No answer*
12147,EE,2.0,2.0,2.0,1.5,5.0,5.0,Estonian nfs,No answer*
12152,EE,2.0,4.0,4.0,1.5,3.0,7.0,Russian nfs,No answer*
12183,EE,2.0,2.0,4.0,0.5999999999999996,5.0,8.0,Russian nfs,No answer*
12192,EE,2.0,2.0,2.0,1.5,8.0,5.0,Estonian nfs,No answer*
12206,EE,1.0,1.0,1.0,1.2000000000000002,7.0,7.0,Estonian nfs,No answer*
12210,EE,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Estonian nfs,No answer*
12227,EE,1.0,1.0,1.0,1.2000000000000002,8.0,8.0,Estonian nfs,No answer*
12252,EE,4.0,4.0,4.0,1.5,6.0,3.0,Estonian nfs,No answer*
12267,EE,2.0,4.0,4.0,2.7,2.0,1.0,Estonian nfs,No second ancestry* 
12282,EE,2.0,2.0,3.0,0.9000000000000004,7.0,6.0,Estonian nfs,No answer*
12283,EE,1.0,2.0,3.0,1.7999999999999998,4.0,4.0,Estonian nfs,No answer*
12287,EE,2.0,2.0,2.0,0.9000000000000004,6.0,6.0,Estonian nfs,No answer*
12321,EE,1.0,1.0,1.0,0.2999999999999998,5.0,10.0,Ukrainian nfs,No answer*
12328,EE,1.0,2.0,2.0,1.5,5.0,5.0,Estonian nfs,No answer*
12340,EE,2.0,3.0,3.0,1.2000000000000002,7.0,5.0,Estonian nfs,No answer*
12342,EE,2.0,3.0,2.0,1.7999999999999998,4.0,3.0,Estonian nfs,No answer*
12351,EE,3.0,3.0,3.0,1.7999999999999998,5.0,2.0,Estonian nfs,Ingrian
12381,EE,2.0,2.0,2.0,0.9000000000000004,7.0,5.0,Estonian nfs,No answer*
12391,EE,3.0,3.0,4.0,1.7999999999999998,4.0,0.0,Estonian nfs,No answer*
12413,EE,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Russian nfs,Ukrainian nfs
12428,EE,1.0,2.0,2.0,0.5999999999999996,9.0,8.0,Estonian nfs,No second ancestry* 
12455,EE,3.0,3.0,4.0,1.2000000000000002,3.0,0.0,Estonian nfs,No answer*
12463,EE,2.0,2.0,2.0,1.2000000000000002,7.0,5.0,Estonian nfs,No answer*
12469,EE,3.0,3.0,3.0,1.5,5.0,5.0,Estonian nfs,No answer*
12486,EE,3.0,3.0,3.0,2.1,3.0,3.0,Estonian nfs,No answer*
12509,EE,2.0,2.0,2.0,1.5,5.0,5.0,Russian nfs,No answer*
12541,EE,3.0,3.0,3.0,0.0,0.0,0.0,Estonian nfs,No answer*
12543,EE,1.0,4.0,3.0,0.5999999999999996,7.0,8.0,Estonian nfs,Latvian nfs
12548,EE,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Jewish,Russian nfs
12553,EE,2.0,3.0,3.0,1.2000000000000002,5.0,4.0,Estonian nfs,No answer*
12554,EE,3.0,4.0,4.0,3.0,0.0,5.0,Estonian nfs,No answer*
12581,EE,2.0,2.0,2.0,1.5,5.0,5.0,Estonian Russian,No answer*
12593,EE,2.0,2.0,3.0,0.5999999999999996,5.0,5.0,Estonian nfs,No answer*
12603,EE,3.0,3.0,3.0,2.1,3.0,3.0,Estonian nfs,No answer*
12613,EE,2.0,2.0,2.0,0.9000000000000004,8.0,8.0,Estonian nfs,No answer*
12632,EE,2.0,3.0,2.0,1.5,4.0,4.0,Estonian nfs,No answer*
12654,EE,2.0,3.0,2.0,2.1,3.0,3.0,Estonian nfs,No second ancestry* 
12666,EE,1.0,1.0,1.0,0.2999999999999998,9.0,9.0,Estonian nfs,No answer*
12692,EE,2.0,2.0,2.0,0.9000000000000004,5.0,5.0,Belarusian,No answer*
12695,EE,2.0,2.0,2.0,1.5,5.0,5.0,Estonian Russian,No answer*
12709,EE,1.0,3.0,3.0,1.5,5.0,4.0,Estonian nfs,No answer*
12718,EE,2.0,2.0,2.0,1.2000000000000002,7.0,6.0,Estonian nfs,No answer*
12726,EE,2.0,2.0,2.0,2.1,4.0,4.0,Estonian nfs,No answer*
12730,EE,1.0,2.0,2.0,0.9000000000000004,8.0,7.0,Estonian nfs,No answer*
12750,EE,1.0,1.0,1.0,0.0,7.0,7.0,Estonian nfs,No answer*
12753,EE,1.0,3.0,3.0,2.1,8.0,9.0,Finnish nfs,Russian nfs
12790,EE,3.0,2.0,1.0,0.9000000000000004,5.0,8.0,Estonian nfs,No answer*
12802,EE,2.0,2.0,2.0,0.9000000000000004,8.0,6.0,Estonian nfs,No answer*
12809,EE,1.0,4.0,4.0,2.7,1.0,1.0,Russian nfs,No answer*
12818,EE,1.0,3.0,2.0,3.0,10.0,8.0,Estonian nfs,No second ancestry* 
12823,EE,3.0,3.0,3.0,0.9000000000000004,2.0,8.0,Russian nfs,No answer*
12827,EE,2.0,3.0,3.0,0.9000000000000004,5.0,5.0,Estonian nfs,No answer*
12834,EE,3.0,3.0,3.0,2.4,2.0,3.0,Estonian nfs,No answer*
12855,EE,1.0,3.0,4.0,2.7,0.0,0.0,Estonian nfs,No answer*
12857,EE,2.0,3.0,4.0,3.0,2.0,4.0,Estonian nfs,No answer*
12860,EE,1.0,2.0,3.0,0.9000000000000004,7.0,7.0,Estonian nfs,No answer*
12879,EE,2.0,3.0,3.0,1.5,7.0,5.0,Estonian nfs,No answer*
12885,EE,2.0,2.0,2.0,1.2000000000000002,7.0,6.0,Estonian nfs,No answer*
12889,EE,2.0,2.0,2.0,0.9000000000000004,7.0,7.0,Estonian nfs,No answer*
12892,EE,2.0,3.0,3.0,0.9000000000000004,6.0,5.0,Estonian nfs,No answer*
12898,EE,2.0,3.0,3.0,2.1,3.0,5.0,Russian nfs,No answer*
12923,EE,2.0,2.0,2.0,1.2000000000000002,4.0,5.0,Estonian nfs,No answer*
12926,EE,3.0,2.0,2.0,1.5,3.0,5.0,Russian nfs,No answer*
12941,EE,2.0,4.0,4.0,2.4,7.0,7.0,Estonian nfs,No answer*
12957,EE,3.0,3.0,4.0,2.1,3.0,4.0,Estonian nfs,No answer*
12967,EE,3.0,3.0,4.0,2.4,2.0,2.0,Russian nfs,No answer*
12985,EE,1.0,1.0,3.0,1.2000000000000002,8.0,9.0,Estonian nfs,No second ancestry* 
