idno,cntry,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,anctry1,anctry2
10002,BG,3.0,3.0,3.0,2.4,2.0,2.0,Bulgarian nfs,No second ancestry* 
10006,BG,1.0,2.0,2.0,0.9000000000000004,5.0,4.0,Bulgarian nfs,No second ancestry* 
10009,BG,1.0,3.0,2.0,1.2000000000000002,7.0,6.0,Bulgarian nfs,No second ancestry* 
10027,BG,1.0,3.0,4.0,1.7999999999999998,5.0,3.0,Bulgarian nfs,No second ancestry* 
10048,BG,1.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10053,BG,2.0,3.0,3.0,1.7999999999999998,5.0,4.0,Bulgarian nfs,No second ancestry* 
10055,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10059,BG,1.0,2.0,2.0,0.9000000000000004,7.0,7.0,Bulgarian nfs,No second ancestry* 
10061,BG,4.0,4.0,4.0,2.7,1.0,0.0,Turkish diaspora/ethnic Turk,No second ancestry* 
10064,BG,2.0,3.0,2.0,1.7999999999999998,4.0,5.0,Bulgarian nfs,No second ancestry* 
10068,BG,1.0,1.0,1.0,0.0,10.0,10.0,Bulgarian nfs,No second ancestry* 
10071,BG,1.0,4.0,4.0,1.5,1.0,1.0,Bulgarian nfs,No second ancestry* 
10077,BG,3.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10078,BG,1.0,2.0,3.0,1.5,7.0,5.0,Bulgarian nfs,No second ancestry* 
10079,BG,3.0,3.0,3.0,2.4,2.0,3.0,Bulgarian nfs,No second ancestry* 
10081,BG,2.0,3.0,2.0,1.2000000000000002,6.0,6.0,Bulgarian nfs,No second ancestry* 
10088,BG,1.0,2.0,2.0,0.9000000000000004,7.0,7.0,Bulgarian nfs,No second ancestry* 
10090,BG,3.0,4.0,4.0,1.7999999999999998,5.0,4.0,Bulgarian nfs,No second ancestry* 
10104,BG,1.0,2.0,3.0,1.2000000000000002,7.0,6.0,Bulgarian nfs,No second ancestry* 
10107,BG,3.0,3.0,3.0,2.7,1.0,2.0,Bulgarian nfs,No second ancestry* 
10130,BG,1.0,2.0,3.0,0.5999999999999996,8.0,8.0,Bulgarian nfs,No second ancestry* 
10133,BG,1.0,1.0,3.0,1.2000000000000002,7.0,5.0,Bulgarian nfs,No second ancestry* 
10134,BG,2.0,2.0,3.0,0.9000000000000004,7.0,9.0,Bulgarian nfs,No second ancestry* 
10136,BG,4.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10141,BG,1.0,3.0,3.0,2.1,8.0,5.0,Bulgarian nfs,No second ancestry* 
10146,BG,2.0,2.0,2.0,1.2000000000000002,5.0,6.0,Bulgarian nfs,No second ancestry* 
10149,BG,3.0,3.0,4.0,2.1,3.0,3.0,Bulgarian nfs,No second ancestry* 
10156,BG,1.0,3.0,3.0,0.0,5.0,5.0,Bulgarian nfs,No second ancestry* 
10176,BG,3.0,4.0,3.0,3.0,3.0,1.0,Bulgarian nfs,No second ancestry* 
10180,BG,1.0,1.0,1.0,1.2000000000000002,7.0,7.0,Bulgarian nfs,No second ancestry* 
10182,BG,1.0,3.0,3.0,0.5999999999999996,7.0,8.0,Bulgarian nfs,No second ancestry* 
10187,BG,1.0,1.0,1.0,0.9000000000000004,8.0,6.0,Bulgarian nfs,No second ancestry* 
10203,BG,2.0,2.0,2.0,1.5,5.0,6.0,Bulgarian nfs,No second ancestry* 
10206,BG,1.0,1.0,1.0,0.5999999999999996,10.0,8.0,Bulgarian nfs,No second ancestry* 
10212,BG,1.0,2.0,2.0,2.1,5.0,5.0,Bulgarian nfs,No second ancestry* 
10213,BG,2.0,2.0,4.0,1.5,4.0,5.0,Bulgarian nfs,Bulgarian Muslim
10215,BG,2.0,2.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10220,BG,3.0,3.0,3.0,1.5,6.0,5.0,Bulgarian nfs,No second ancestry* 
10223,BG,2.0,2.0,2.0,1.7999999999999998,4.0,5.0,Bulgarian nfs,No second ancestry* 
10225,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10245,BG,1.0,1.0,1.0,0.0,8.0,10.0,Bulgarian nfs,No second ancestry* 
10249,BG,2.0,3.0,4.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10271,BG,1.0,2.0,2.0,0.9000000000000004,7.0,8.0,Bulgarian nfs,No second ancestry* 
10273,BG,1.0,3.0,3.0,0.9000000000000004,8.0,6.0,Bulgarian nfs,No second ancestry* 
10280,BG,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Bulgarian nfs,No second ancestry* 
10283,BG,1.0,1.0,1.0,0.0,10.0,10.0,Roma/Gypsy/Sinti,No second ancestry* 
10288,BG,1.0,3.0,3.0,1.7999999999999998,2.0,3.0,Bulgarian nfs,No second ancestry* 
10295,BG,4.0,4.0,4.0,1.5,5.0,5.0,Bulgarian nfs,Bulgarian Muslim
10297,BG,1.0,1.0,2.0,0.2999999999999998,8.0,7.0,Bulgarian nfs,No second ancestry* 
10304,BG,3.0,3.0,4.0,2.1,2.0,3.0,Bulgarian nfs,No second ancestry* 
10312,BG,2.0,4.0,4.0,1.5,3.0,4.0,Bulgarian nfs,No second ancestry* 
10313,BG,3.0,4.0,4.0,1.7999999999999998,5.0,2.0,Bulgarian nfs,No second ancestry* 
10314,BG,2.0,2.0,2.0,2.1,3.0,4.0,Bulgarian nfs,No second ancestry* 
10318,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10322,BG,1.0,2.0,3.0,1.7999999999999998,4.0,5.0,Bulgarian nfs,No second ancestry* 
10329,BG,2.0,1.0,4.0,0.5999999999999996,9.0,5.0,Bulgarian nfs,No second ancestry* 
10333,BG,2.0,2.0,3.0,2.1,3.0,5.0,Turkish diaspora/ethnic Turk,No second ancestry* 
10340,BG,1.0,1.0,1.0,0.0,10.0,10.0,Bulgarian nfs,No second ancestry* 
10368,BG,1.0,1.0,1.0,1.5,6.0,5.0,Bulgarian nfs,No second ancestry* 
10369,BG,2.0,2.0,2.0,0.5999999999999996,5.0,7.0,Bulgarian nfs,No second ancestry* 
10380,BG,1.0,3.0,3.0,2.1,5.0,3.0,Bulgarian nfs,No second ancestry* 
10393,BG,2.0,2.0,3.0,2.1,1.0,0.0,Bulgarian nfs,No second ancestry* 
10394,BG,3.0,3.0,4.0,2.1,3.0,3.0,Bulgarian nfs,No second ancestry* 
10397,BG,2.0,2.0,3.0,1.2000000000000002,6.0,5.0,Bulgarian nfs,No second ancestry* 
10398,BG,2.0,3.0,2.0,1.2000000000000002,6.0,7.0,Bulgarian nfs,No second ancestry* 
10402,BG,2.0,3.0,4.0,1.5,5.0,4.0,Bulgarian nfs,No second ancestry* 
10404,BG,1.0,2.0,2.0,1.5,6.0,4.0,Bulgarian nfs,No second ancestry* 
10421,BG,1.0,2.0,2.0,0.9000000000000004,7.0,4.0,Bulgarian nfs,No second ancestry* 
10445,BG,2.0,2.0,2.0,0.9000000000000004,5.0,5.0,Bulgarian nfs,No second ancestry* 
10454,BG,1.0,2.0,2.0,0.5999999999999996,7.0,7.0,Bulgarian nfs,No second ancestry* 
10460,BG,2.0,2.0,2.0,1.2000000000000002,7.0,5.0,Bulgarian nfs,No second ancestry* 
10465,BG,2.0,3.0,4.0,1.5,8.0,6.0,Bulgarian nfs,No second ancestry* 
10466,BG,2.0,2.0,2.0,1.5,5.0,5.0,Turkish diaspora/ethnic Turk,No second ancestry* 
10470,BG,3.0,3.0,3.0,0.9000000000000004,5.0,6.0,Bulgarian nfs,No second ancestry* 
10478,BG,2.0,2.0,2.0,1.2000000000000002,3.0,4.0,Bulgarian nfs,No second ancestry* 
10482,BG,2.0,3.0,2.0,1.5,6.0,3.0,Bulgarian nfs,No second ancestry* 
10484,BG,2.0,2.0,2.0,0.9000000000000004,5.0,8.0,Turkish diaspora/ethnic Turk,No second ancestry* 
10485,BG,2.0,3.0,4.0,2.4,0.0,0.0,Bulgarian nfs,No second ancestry* 
10486,BG,2.0,2.0,2.0,0.9000000000000004,7.0,6.0,Bulgarian nfs,Russian nfs
10489,BG,2.0,2.0,3.0,0.2999999999999998,5.0,4.0,Bulgarian nfs,No second ancestry* 
10490,BG,1.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10494,BG,2.0,2.0,2.0,1.2000000000000002,6.0,5.0,Bulgarian nfs,No second ancestry* 
10501,BG,2.0,3.0,3.0,2.1,4.0,2.0,Bulgarian nfs,No second ancestry* 
10502,BG,2.0,2.0,4.0,0.0,7.0,7.0,Bulgarian nfs,No second ancestry* 
10508,BG,4.0,3.0,4.0,1.5,7.0,6.0,Bulgarian nfs,Bulgarian Muslim
10516,BG,3.0,4.0,4.0,2.4,2.0,2.0,Bulgarian nfs,No second ancestry* 
10526,BG,3.0,2.0,2.0,1.7999999999999998,6.0,6.0,Turkish diaspora/ethnic Turk,Bulgarian nfs
10528,BG,3.0,2.0,2.0,1.5,4.0,4.0,Bulgarian nfs,No second ancestry* 
10542,BG,4.0,4.0,4.0,2.7,1.0,1.0,Macedonian nfs,Serbian nfs
10546,BG,1.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10557,BG,2.0,2.0,2.0,1.7999999999999998,7.0,5.0,Bulgarian nfs,No second ancestry* 
10558,BG,2.0,3.0,4.0,2.4,5.0,5.0,Bulgarian nfs,No second ancestry* 
10561,BG,2.0,2.0,2.0,1.5,5.0,4.0,Bulgarian nfs,No second ancestry* 
10566,BG,4.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10567,BG,1.0,2.0,2.0,0.9000000000000004,5.0,10.0,Bulgarian nfs,No second ancestry* 
10572,BG,1.0,2.0,1.0,0.2999999999999998,9.0,6.0,Bulgarian nfs,Roma/Gypsy/Sinti
10573,BG,2.0,3.0,2.0,0.5999999999999996,9.0,8.0,Bulgarian nfs,No second ancestry* 
10574,BG,3.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10575,BG,1.0,1.0,2.0,0.9000000000000004,6.0,5.0,Bulgarian nfs,No second ancestry* 
10581,BG,4.0,4.0,4.0,1.5,5.0,6.0,Bulgarian Muslim,Bulgarian nfs
10586,BG,1.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10598,BG,1.0,4.0,3.0,1.7999999999999998,4.0,6.0,Bulgarian nfs,Greek nfs
10601,BG,2.0,3.0,3.0,2.1,4.0,3.0,Bulgarian nfs,No second ancestry* 
10626,BG,4.0,4.0,4.0,2.4,0.0,0.0,Turkish diaspora/ethnic Turk,No second ancestry* 
10629,BG,2.0,3.0,4.0,2.1,5.0,5.0,Bulgarian nfs,No second ancestry* 
10632,BG,3.0,4.0,4.0,2.4,5.0,4.0,Bulgarian nfs,No second ancestry* 
10638,BG,1.0,2.0,3.0,2.1,3.0,4.0,Bulgarian nfs,No second ancestry* 
10644,BG,3.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10648,BG,1.0,2.0,2.0,3.0,0.0,0.0,Roma/Gypsy/Sinti,Bulgarian nfs
10651,BG,3.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10660,BG,2.0,3.0,3.0,0.9000000000000004,6.0,6.0,Bulgarian nfs,No second ancestry* 
10664,BG,1.0,2.0,4.0,1.5,7.0,7.0,Bulgarian nfs,No second ancestry* 
10680,BG,2.0,2.0,3.0,1.5,4.0,4.0,Bulgarian nfs,No second ancestry* 
10684,BG,2.0,3.0,4.0,2.1,4.0,2.0,Bulgarian nfs,No second ancestry* 
10687,BG,1.0,3.0,3.0,1.5,10.0,7.0,Bulgarian nfs,No second ancestry* 
10699,BG,1.0,2.0,2.0,1.5,8.0,5.0,Bulgarian nfs,No second ancestry* 
10703,BG,3.0,4.0,3.0,2.4,2.0,2.0,Bulgarian nfs,No second ancestry* 
10722,BG,3.0,3.0,3.0,2.4,2.0,3.0,Bulgarian nfs,No second ancestry* 
10735,BG,1.0,4.0,3.0,1.5,3.0,5.0,Bulgarian nfs,Turkish diaspora/ethnic Turk
10745,BG,2.0,2.0,3.0,0.9000000000000004,5.0,6.0,Bulgarian nfs,No second ancestry* 
10757,BG,4.0,4.0,4.0,0.9000000000000004,5.0,3.0,Bulgarian nfs,No second ancestry* 
10766,BG,1.0,2.0,2.0,0.5999999999999996,10.0,7.0,Bulgarian nfs,No second ancestry* 
10782,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10784,BG,4.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10793,BG,2.0,3.0,4.0,2.7,3.0,1.0,Bulgarian nfs,No second ancestry* 
10795,BG,1.0,3.0,4.0,3.0,6.0,0.0,Bulgarian nfs,No second ancestry* 
10799,BG,1.0,1.0,1.0,0.5999999999999996,7.0,6.0,Bulgarian nfs,No second ancestry* 
10802,BG,2.0,3.0,4.0,0.0,7.0,6.0,Bulgarian Muslim,Bulgarian nfs
10816,BG,1.0,2.0,3.0,1.5,8.0,5.0,Bulgarian nfs,No second ancestry* 
10819,BG,2.0,3.0,3.0,1.7999999999999998,5.0,4.0,Bulgarian nfs,No second ancestry* 
10828,BG,1.0,2.0,4.0,1.7999999999999998,1.0,5.0,Bulgarian nfs,No second ancestry* 
10831,BG,1.0,2.0,2.0,0.9000000000000004,8.0,4.0,Bulgarian nfs,No second ancestry* 
10838,BG,2.0,4.0,4.0,1.7999999999999998,4.0,4.0,Bulgarian nfs,No second ancestry* 
10848,BG,2.0,3.0,4.0,2.4,5.0,4.0,Bulgarian nfs,Macedonian nfs
10865,BG,1.0,3.0,2.0,0.9000000000000004,7.0,5.0,Bulgarian nfs,No second ancestry* 
10870,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10875,BG,1.0,2.0,3.0,1.7999999999999998,3.0,5.0,Bulgarian nfs,No second ancestry* 
10892,BG,1.0,2.0,3.0,0.0,10.0,8.0,Bulgarian nfs,No second ancestry* 
10913,BG,2.0,3.0,3.0,2.4,5.0,5.0,Bulgarian nfs,No second ancestry* 
10914,BG,2.0,2.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10928,BG,4.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
10935,BG,1.0,4.0,4.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10938,BG,2.0,4.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10940,BG,1.0,2.0,2.0,1.5,5.0,2.0,Bulgarian nfs,No second ancestry* 
10948,BG,2.0,2.0,2.0,1.2000000000000002,7.0,6.0,Bulgarian nfs,No second ancestry* 
10958,BG,1.0,2.0,2.0,1.2000000000000002,7.0,5.0,Bulgarian nfs,Macedonian nfs
10969,BG,1.0,1.0,1.0,0.0,9.0,7.0,Bulgarian nfs,No second ancestry* 
10976,BG,1.0,1.0,1.0,0.2999999999999998,8.0,10.0,No answer*,Bulgarian Muslim
10988,BG,1.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
10989,BG,2.0,2.0,3.0,1.7999999999999998,10.0,7.0,Bulgarian nfs,No second ancestry* 
10998,BG,2.0,2.0,4.0,1.2000000000000002,6.0,7.0,Bulgarian nfs,No second ancestry* 
11013,BG,3.0,4.0,4.0,2.1,5.0,5.0,Bulgarian nfs,No second ancestry* 
11021,BG,1.0,2.0,3.0,0.9000000000000004,8.0,7.0,Bulgarian nfs,No second ancestry* 
11023,BG,2.0,2.0,2.0,1.2000000000000002,7.0,7.0,Bulgarian nfs,No second ancestry* 
11026,BG,3.0,3.0,4.0,1.5,6.0,6.0,Bulgarian nfs,No second ancestry* 
11039,BG,2.0,4.0,4.0,2.1,4.0,2.0,Bulgarian nfs,No second ancestry* 
11042,BG,2.0,2.0,2.0,0.9000000000000004,3.0,3.0,Bulgarian nfs,No second ancestry* 
11043,BG,2.0,2.0,2.0,1.5,7.0,7.0,Bulgarian nfs,No second ancestry* 
11047,BG,4.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11049,BG,3.0,3.0,3.0,1.2000000000000002,6.0,5.0,Bulgarian nfs,No second ancestry* 
11051,BG,3.0,3.0,4.0,1.7999999999999998,5.0,5.0,Bulgarian nfs,No second ancestry* 
11057,BG,3.0,3.0,3.0,2.4,5.0,8.0,Bulgarian nfs,No second ancestry* 
11065,BG,2.0,3.0,3.0,1.5,5.0,3.0,Bulgarian nfs,No second ancestry* 
11070,BG,2.0,2.0,2.0,1.7999999999999998,4.0,4.0,Bulgarian nfs,No second ancestry* 
11073,BG,3.0,4.0,4.0,0.9000000000000004,7.0,7.0,Bulgarian nfs,No second ancestry* 
11089,BG,2.0,3.0,3.0,2.1,3.0,3.0,Bulgarian nfs,No second ancestry* 
11105,BG,1.0,2.0,2.0,0.0,10.0,10.0,Bulgarian nfs,No second ancestry* 
11106,BG,2.0,2.0,3.0,0.9000000000000004,5.0,5.0,Bulgarian nfs,No second ancestry* 
11112,BG,3.0,3.0,3.0,1.5,7.0,6.0,Bulgarian nfs,No second ancestry* 
11120,BG,1.0,1.0,1.0,0.5999999999999996,4.0,4.0,Bulgarian nfs,No second ancestry* 
11131,BG,2.0,2.0,2.0,1.5,5.0,7.0,Turkish diaspora/ethnic Turk,No second ancestry* 
11143,BG,3.0,4.0,3.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11154,BG,3.0,3.0,3.0,2.7,5.0,5.0,Bulgarian nfs,No second ancestry* 
11160,BG,3.0,4.0,4.0,1.5,4.0,4.0,Bulgarian nfs,No second ancestry* 
11162,BG,1.0,3.0,3.0,0.5999999999999996,5.0,7.0,Bulgarian nfs,No second ancestry* 
11164,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11174,BG,3.0,3.0,3.0,2.4,2.0,2.0,Bulgarian nfs,No second ancestry* 
11175,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11177,BG,2.0,2.0,4.0,0.0,5.0,5.0,Bulgarian nfs,No second ancestry* 
11195,BG,2.0,2.0,3.0,1.5,5.0,6.0,Bulgarian nfs,No second ancestry* 
11205,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11209,BG,1.0,1.0,1.0,0.0,10.0,10.0,Turkish diaspora/ethnic Turk,No second ancestry* 
11220,BG,2.0,2.0,2.0,0.0,10.0,10.0,Bulgarian nfs,No second ancestry* 
11222,BG,2.0,3.0,3.0,1.7999999999999998,3.0,5.0,Bulgarian nfs,No second ancestry* 
11225,BG,1.0,1.0,2.0,2.1,4.0,6.0,Bulgarian nfs,No second ancestry* 
11227,BG,1.0,2.0,2.0,0.9000000000000004,8.0,7.0,Bulgarian nfs,No second ancestry* 
11237,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11239,BG,1.0,1.0,1.0,0.5999999999999996,7.0,6.0,Bulgarian nfs,Turkish diaspora/ethnic Turk
11259,BG,1.0,3.0,4.0,1.2000000000000002,5.0,7.0,Bulgarian nfs,No second ancestry* 
11269,BG,4.0,4.0,4.0,3.0,10.0,10.0,Bulgarian nfs,No second ancestry* 
11271,BG,1.0,2.0,3.0,1.2000000000000002,4.0,5.0,Bulgarian nfs,No second ancestry* 
11273,BG,2.0,4.0,4.0,1.5,6.0,5.0,Bulgarian nfs,No second ancestry* 
11274,BG,2.0,3.0,1.0,1.2000000000000002,6.0,3.0,Bulgarian nfs,No second ancestry* 
11284,BG,2.0,2.0,4.0,0.0,7.0,10.0,Roma/Gypsy/Sinti,No second ancestry* 
11293,BG,1.0,2.0,2.0,0.2999999999999998,9.0,9.0,Bulgarian nfs,No second ancestry* 
11298,BG,2.0,2.0,2.0,0.9000000000000004,6.0,6.0,Bulgarian nfs,No second ancestry* 
11300,BG,2.0,2.0,3.0,0.9000000000000004,5.0,5.0,Bulgarian nfs,No second ancestry* 
11321,BG,3.0,3.0,3.0,1.2000000000000002,6.0,5.0,Bulgarian nfs,No second ancestry* 
11323,BG,1.0,2.0,2.0,1.5,5.0,6.0,Bulgarian nfs,No second ancestry* 
11329,BG,2.0,2.0,2.0,1.7999999999999998,0.0,0.0,Bulgarian nfs,No second ancestry* 
11336,BG,3.0,2.0,2.0,2.4,5.0,5.0,Bulgarian nfs,No second ancestry* 
11344,BG,2.0,2.0,2.0,1.5,4.0,3.0,Bulgarian nfs,No second ancestry* 
11350,BG,3.0,4.0,4.0,2.4,5.0,5.0,Turkish diaspora/ethnic Turk,No second ancestry* 
11360,BG,1.0,2.0,2.0,3.0,3.0,3.0,Russian nfs,No second ancestry* 
11365,BG,1.0,1.0,1.0,0.0,2.0,3.0,Bulgarian Muslim,Bulgarian nfs
11370,BG,1.0,4.0,3.0,1.5,6.0,4.0,Bulgarian nfs,No second ancestry* 
11372,BG,2.0,2.0,2.0,2.7,1.0,1.0,Bulgarian nfs,No second ancestry* 
11375,BG,2.0,2.0,2.0,1.2000000000000002,5.0,5.0,Bulgarian nfs,No second ancestry* 
11379,BG,1.0,2.0,2.0,1.5,5.0,6.0,Bulgarian nfs,No second ancestry* 
11387,BG,2.0,3.0,3.0,0.9000000000000004,5.0,5.0,Bulgarian nfs,No second ancestry* 
11395,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11402,BG,2.0,2.0,3.0,0.5999999999999996,7.0,5.0,Bulgarian nfs,No second ancestry* 
11440,BG,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Bulgarian nfs,No second ancestry* 
11446,BG,2.0,3.0,4.0,1.7999999999999998,7.0,5.0,Bulgarian nfs,No second ancestry* 
11447,BG,2.0,2.0,2.0,0.9000000000000004,5.0,5.0,Bulgarian nfs,No second ancestry* 
11450,BG,3.0,4.0,4.0,2.4,9.0,9.0,Bulgarian nfs,No second ancestry* 
11452,BG,2.0,3.0,2.0,0.9000000000000004,6.0,5.0,Bulgarian nfs,No second ancestry* 
11465,BG,4.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11466,BG,3.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11469,BG,1.0,2.0,2.0,0.9000000000000004,7.0,7.0,Bulgarian nfs,No second ancestry* 
11470,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11493,BG,3.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11495,BG,1.0,2.0,2.0,1.7999999999999998,4.0,3.0,Bulgarian nfs,No second ancestry* 
11498,BG,2.0,2.0,2.0,0.2999999999999998,9.0,9.0,Bulgarian nfs,No second ancestry* 
11523,BG,3.0,3.0,3.0,2.4,3.0,3.0,Bulgarian nfs,No second ancestry* 
11530,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11537,BG,4.0,4.0,4.0,3.0,0.0,1.0,Bulgarian nfs,No second ancestry* 
11542,BG,2.0,3.0,3.0,0.5999999999999996,7.0,7.0,Bulgarian nfs,No second ancestry* 
11545,BG,1.0,2.0,3.0,1.2000000000000002,6.0,6.0,Bulgarian nfs,No second ancestry* 
11565,BG,1.0,4.0,4.0,0.0,10.0,10.0,Bulgarian nfs,No second ancestry* 
11569,BG,2.0,2.0,2.0,1.2000000000000002,7.0,6.0,Bulgarian nfs,No second ancestry* 
11570,BG,2.0,3.0,4.0,0.9000000000000004,7.0,7.0,Bulgarian nfs,No second ancestry* 
11573,BG,1.0,2.0,2.0,1.2000000000000002,0.0,2.0,Bulgarian nfs,No second ancestry* 
11574,BG,3.0,3.0,4.0,2.1,5.0,3.0,Bulgarian nfs,No second ancestry* 
11582,BG,2.0,3.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11587,BG,1.0,1.0,1.0,0.5999999999999996,10.0,5.0,Roma/Gypsy/Sinti,Bulgarian nfs
11588,BG,2.0,2.0,2.0,0.5999999999999996,8.0,8.0,Bulgarian nfs,No second ancestry* 
11590,BG,3.0,4.0,3.0,0.9000000000000004,1.0,3.0,Bulgarian nfs,No second ancestry* 
11597,BG,1.0,1.0,1.0,0.5999999999999996,8.0,8.0,Bulgarian nfs,No second ancestry* 
11598,BG,3.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11601,BG,2.0,3.0,2.0,1.2000000000000002,7.0,5.0,Bulgarian nfs,No second ancestry* 
11611,BG,1.0,2.0,3.0,1.2000000000000002,7.0,6.0,Bulgarian nfs,No second ancestry* 
11612,BG,3.0,2.0,2.0,0.0,7.0,6.0,Bulgarian Muslim,Bulgarian nfs
11629,BG,1.0,4.0,4.0,0.9000000000000004,7.0,8.0,Bulgarian nfs,No second ancestry* 
11630,BG,3.0,4.0,4.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11633,BG,1.0,1.0,1.0,0.5999999999999996,7.0,7.0,Bulgarian nfs,No second ancestry* 
11636,BG,3.0,3.0,4.0,2.7,0.0,1.0,Roma/Gypsy/Sinti,Bulgarian nfs
11637,BG,3.0,3.0,3.0,1.5,4.0,3.0,No answer*,No second ancestry* 
11649,BG,3.0,3.0,3.0,1.5,4.0,3.0,Bulgarian nfs,No second ancestry* 
11657,BG,3.0,3.0,3.0,3.0,0.0,0.0,Bulgarian nfs,No second ancestry* 
11663,BG,1.0,1.0,2.0,0.5999999999999996,9.0,7.0,Bulgarian nfs,No second ancestry* 
11672,BG,2.0,3.0,3.0,0.0,6.0,4.0,Bulgarian nfs,No second ancestry* 
11691,BG,2.0,2.0,2.0,1.2000000000000002,6.0,6.0,Bulgarian nfs,No second ancestry* 
11699,BG,1.0,3.0,3.0,0.5999999999999996,7.0,5.0,Bulgarian nfs,No second ancestry* 
11702,BG,4.0,4.0,4.0,0.9000000000000004,2.0,5.0,Bulgarian nfs,No second ancestry* 
11715,BG,3.0,4.0,4.0,3.0,5.0,2.0,Bulgarian nfs,No second ancestry* 
11718,BG,2.0,3.0,4.0,1.2000000000000002,6.0,5.0,Bulgarian nfs,No second ancestry* 
11720,BG,2.0,2.0,3.0,1.2000000000000002,7.0,6.0,Bulgarian nfs,No second ancestry* 
11739,BG,1.0,4.0,4.0,1.2000000000000002,10.0,10.0,Bulgarian nfs,No second ancestry* 
11740,BG,2.0,2.0,3.0,0.5999999999999996,8.0,7.0,Bulgarian nfs,No second ancestry* 
11748,BG,2.0,2.0,2.0,1.5,5.0,5.0,Greek nfs,No second ancestry* 
11751,BG,2.0,3.0,3.0,1.5,5.0,4.0,Bulgarian nfs,No second ancestry* 
11752,BG,3.0,3.0,3.0,1.5,5.0,5.0,Roma/Gypsy/Sinti,No second ancestry* 
11754,BG,2.0,4.0,4.0,2.4,2.0,2.0,Bulgarian nfs,No second ancestry* 
11761,BG,1.0,2.0,1.0,1.7999999999999998,8.0,5.0,Bulgarian nfs,No second ancestry* 
11783,BG,3.0,3.0,4.0,2.4,0.0,0.0,Bulgarian nfs,No second ancestry* 
11786,BG,1.0,1.0,1.0,0.2999999999999998,8.0,8.0,Bulgarian nfs,No second ancestry* 
11787,BG,2.0,2.0,2.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11795,BG,2.0,2.0,3.0,1.5,5.0,5.0,Bulgarian nfs,No second ancestry* 
11808,BG,3.0,4.0,4.0,2.4,1.0,0.0,Bulgarian nfs,Vlach
